Gene_ID	MetStarve16h_Control_rep1	MetStarve16h_Control_rep2	MetStarve16h_Control_rep3	MetStarve16h_Starvation_rep1	MetStarve16h_Starvation_rep2	MetStarve16h_Starvation_rep3
ENSG00000265296.1	5	3	5	3	6	4
ENSG00000265298.1	7	1	6	0	0	4
ENSG00000265301.1	0	0	0	0	0	0
ENSG00000265303.1	0	0	0	0	0	0
ENSG00000265304.1	0	0	0	0	0	0
ENSG00000265306.1	0	0	0	0	0	0
ENSG00000265313.8	0	0	0	0	1	0
ENSG00000265315.1	0	0	0	0	0	0
ENSG00000265316.1	0	0	0	0	0	0
ENSG00000265319.2	0	0	0	0	0	0
ENSG00000265321.1	0	0	0	0	0	0
ENSG00000265322.1	0	0	0	0	0	0
ENSG00000265323.1	0	0	0	0	0	0
ENSG00000265325.1	0	0	0	0	0	0
ENSG00000265326.2	0	0	0	0	0	0
ENSG00000265327.2	0	0	0	2	0	0
ENSG00000265328.1	0	0	0	0	0	0
ENSG00000265331.1	0	0	0	0	0	0
ENSG00000265333.1	0	0	0	0	0	0
ENSG00000265334.1	0	1	0	0	0	0
ENSG00000265337.1	0	0	0	0	0	0
ENSG00000265340.1	0	0	0	0	0	0
ENSG00000265342.1	0	0	0	0	1	1
ENSG00000265345.1	0	0	0	0	0	0
ENSG00000265347.1	0	0	0	0	0	0
ENSG00000265349.1	0	0	0	0	0	0
ENSG00000265351.1	0	0	0	0	0	0
ENSG00000265352.1	0	0	0	0	0	0
ENSG00000265354.4	1689	1687	1600	1521	1394	1986
ENSG00000265355.1	0	0	0	0	0	0
ENSG00000265356.2	0	0	0	0	0	0
ENSG00000265357.1	0	0	0	0	0	0
ENSG00000265359.1	0	0	0	0	0	0
ENSG00000265366.7	0	0	0	0	0	0
ENSG00000265368.1	0	0	0	0	0	0
ENSG00000265369.3	0	0	0	1	0	0
ENSG00000265370.1	0	0	0	0	0	0
ENSG00000265372.1	0	0	0	0	0	0
ENSG00000265373.2	0	0	0	0	0	0
ENSG00000265374.1	0	0	0	0	0	0
ENSG00000265375.1	0	0	0	0	0	0
ENSG00000265376.1	0	0	0	0	0	0
ENSG00000265378.1	0	0	0	0	0	0
ENSG00000265380.1	0	0	0	0	0	0
ENSG00000265386.2	1	3	1	1	0	0
ENSG00000265388.2	0	0	0	0	0	0
ENSG00000265390.1	0	0	0	0	0	0
ENSG00000265392.1	0	0	0	0	0	0
ENSG00000265393.1	0	0	0	1	0	0
ENSG00000265394.1	0	0	0	0	0	0
ENSG00000265395.1	0	0	0	0	0	0
ENSG00000265396.1	0	0	0	0	0	0
ENSG00000265399.1	8	3	8	4	10	9
ENSG00000265400.1	0	0	0	0	0	0
ENSG00000265401.1	125	103	96	25	57	67
ENSG00000265402.1	0	0	0	0	0	0
ENSG00000265407.1	0	0	0	0	0	0
ENSG00000265408.1	0	0	0	0	0	0
ENSG00000265409.1	0	0	0	0	0	0
ENSG00000265411.1	0	0	0	0	0	0
ENSG00000265413.1	0	0	0	0	0	0
ENSG00000265415.1	3	2	0	0	2	1
ENSG00000265417.1	4	9	5	2	2	6
ENSG00000265418.1	0	0	0	0	0	0
ENSG00000265420.1	0	0	0	0	0	0
ENSG00000265421.1	0	0	0	0	0	0
ENSG00000265422.1	0	0	0	0	0	0
ENSG00000265423.1	0	0	0	0	0	0
ENSG00000265425.1	0	0	0	0	0	0
ENSG00000265428.1	0	0	0	0	0	0
ENSG00000265429.3	0	0	0	0	0	0
ENSG00000265432.1	0	0	0	0	0	0
ENSG00000265433.1	0	0	0	0	0	0
ENSG00000265435.1	0	0	0	0	0	0
ENSG00000265437.1	0	0	1	0	0	1
ENSG00000265439.2	0	0	0	0	0	0
ENSG00000265442.1	0	0	0	0	0	0
ENSG00000265443.1	0	0	0	0	0	0
ENSG00000265444.1	0	0	0	0	0	0
ENSG00000265445.1	0	0	0	0	0	0
ENSG00000265450.1	0	0	0	0	0	0
ENSG00000265451.1	0	0	0	0	0	0
ENSG00000265452.1	0	0	0	0	0	0
ENSG00000265453.1	0	0	0	0	0	0
ENSG00000265456.1	0	0	0	0	0	0
ENSG00000265458.3	67	35	43	66	74	153
ENSG00000265460.6	0	0	0	0	0	0
ENSG00000265462.1	0	0	0	0	0	0
ENSG00000265465.1	0	0	0	0	0	0
ENSG00000265469.1	0	0	0	0	0	0
ENSG00000265470.1	0	0	0	0	0	0
ENSG00000265472.1	0	0	0	0	0	0
ENSG00000265474.1	2	3	1	0	2	3
ENSG00000265477.1	0	0	0	0	0	0
ENSG00000265478.2	1	4	0	2	5	6
ENSG00000265479.7	96	57	59	75	66	148
ENSG00000265480.6	4	8	1	3	6	3
ENSG00000265483.1	0	0	0	0	0	0
ENSG00000265484.2	0	0	0	0	0	0
ENSG00000265485.8	1	0	0	0	0	0
ENSG00000265486.2	0	0	0	0	0	0
ENSG00000265487.1	0	0	0	0	0	0
ENSG00000265489.1	0	0	2	0	0	1
ENSG00000265490.1	0	0	0	0	0	0
ENSG00000265491.5	2836	2586	2524	2733	2828	3700
ENSG00000265494.1	0	0	1	2	0	0
ENSG00000265495.1	0	0	0	0	0	0
ENSG00000265496.5	0	2	0	0	0	0
ENSG00000265499.1	0	0	0	0	0	0
ENSG00000265503.1	0	0	0	0	0	0
ENSG00000265507.1	0	0	0	0	0	0
ENSG00000265509.1	0	0	0	0	0	0
ENSG00000265510.1	0	0	0	0	0	0
ENSG00000265511.1	0	0	0	0	0	0
ENSG00000265514.2	0	0	0	0	0	0
ENSG00000265519.1	0	0	0	0	0	0
ENSG00000265520.1	0	0	0	0	0	0
ENSG00000265521.1	0	0	0	0	0	0
ENSG00000265526.1	0	0	0	0	0	0
ENSG00000265527.1	0	0	0	0	0	0
ENSG00000265531.3	0	0	0	0	0	0
ENSG00000265533.1	0	0	0	0	0	0
ENSG00000265535.2	0	0	0	0	0	0
ENSG00000265537.1	0	0	0	0	0	0
ENSG00000265538.1	0	0	0	0	0	0
ENSG00000265539.1	0	0	0	0	0	0
ENSG00000265541.1	0	0	0	0	0	0
ENSG00000265542.5	0	0	1	1	0	0
ENSG00000265544.1	0	0	0	0	0	0
ENSG00000265545.1	0	0	0	0	0	0
ENSG00000265547.1	0	0	0	0	0	0
ENSG00000265552.1	0	0	0	0	0	0
ENSG00000265554.3	0	0	0	0	0	0
ENSG00000265555.1	0	0	0	0	0	0
ENSG00000265558.1	0	0	0	0	0	0
ENSG00000265559.2	1	4	1	1	3	2
ENSG00000265561.2	0	0	0	0	0	0
ENSG00000265564.1	0	0	0	0	0	0
ENSG00000265565.1	0	0	0	0	0	0
ENSG00000265566.2	0	0	0	0	0	0
ENSG00000265574.1	2	1	0	3	2	6
ENSG00000265579.1	0	0	0	0	0	0
ENSG00000265584.1	0	0	0	0	0	0
ENSG00000265588.1	0	0	0	0	0	0
ENSG00000265590.10	16	36	26	34	35	25
ENSG00000265593.1	0	0	0	0	0	0
ENSG00000265595.1	0	0	0	0	0	0
ENSG00000265596.1	0	0	0	0	0	0
ENSG00000265598.1	0	0	0	0	0	0
ENSG00000265599.1	0	0	0	0	0	0
ENSG00000265602.1	0	0	0	0	0	0
ENSG00000265606.1	0	0	0	0	0	0
ENSG00000265607.1	0	0	0	0	0	0
ENSG00000265612.1	0	0	0	0	0	0
ENSG00000265614.1	0	0	0	0	0	0
ENSG00000265617.1	0	0	0	0	0	0
ENSG00000265618.1	2	3	3	1	4	3
ENSG00000265623.1	0	0	0	0	0	0
ENSG00000265625.1	1	2	1	0	1	0
ENSG00000265626.1	0	0	0	0	0	0
ENSG00000265630.2	0	0	0	0	0	0
ENSG00000265631.1	0	0	0	0	0	0
ENSG00000265633.1	0	0	0	0	0	0
ENSG00000265634.1	0	0	0	0	0	0
ENSG00000265635.1	0	0	0	0	0	0
ENSG00000265639.1	0	0	0	0	0	0
ENSG00000265641.1	0	0	0	0	0	0
ENSG00000265643.1	0	0	0	0	0	0
ENSG00000265644.1	0	0	0	0	0	0
ENSG00000265646.2	0	0	0	0	0	0
ENSG00000265648.2	0	0	0	0	0	0
ENSG00000265653.1	0	0	0	0	0	0
ENSG00000265656.1	0	0	0	0	0	0
ENSG00000265657.1	0	0	0	0	0	0
ENSG00000265658.6	0	0	0	0	0	0
ENSG00000265658.6_PAR_Y	0	0	0	0	0	0
ENSG00000265660.1	0	0	0	0	0	0
ENSG00000265663.1	0	0	0	0	0	0
ENSG00000265664.1	0	0	0	0	0	0
ENSG00000265666.1	2	4	2	1	1	8
ENSG00000265669.1	0	0	0	0	0	0
ENSG00000265670.1	0	0	0	0	0	0
ENSG00000265671.1	0	0	0	0	0	0
ENSG00000265673.1	0	0	0	0	0	0
ENSG00000265674.1	0	0	0	0	0	0
ENSG00000265675.2	0	1	0	0	0	0
ENSG00000265678.1	1	1	2	0	1	0
ENSG00000265681.8	2508	3506	3268	2293	2323	1861
ENSG00000265682.1	0	0	0	0	0	0
ENSG00000265683.1	19	15	14	3	9	5
ENSG00000265684.2	0	0	0	0	0	0
ENSG00000265688.2	85	126	113	69	80	44
ENSG00000265689.1	0	0	0	0	0	0
ENSG00000265690.7	60	31	21	22	8	11
ENSG00000265691.1	0	0	0	0	0	0
ENSG00000265692.1	9	6	17	16	14	11
ENSG00000265693.1	0	0	0	0	0	0
ENSG00000265694.1	0	0	0	0	0	0
ENSG00000265697.1	0	0	0	0	0	0
ENSG00000265698.1	0	0	0	0	0	0
ENSG00000265699.1	0	0	0	0	0	0
ENSG00000265702.2	5	10	6	2	4	5
ENSG00000265706.1	0	0	0	0	0	0
ENSG00000265707.1	0	0	0	0	0	0
ENSG00000265712.1	0	0	0	0	0	0
ENSG00000265713.1	1	2	3	0	0	1
ENSG00000265717.1	0	0	0	0	0	0
ENSG00000265719.1	0	0	0	0	0	0
ENSG00000265724.1	0	0	0	0	0	0
ENSG00000265725.1	0	0	0	0	0	0
ENSG00000265727.2	8	7	3	3	3	3
ENSG00000265728.1	0	0	0	2	1	0
ENSG00000265732.1	0	0	0	0	0	0
ENSG00000265733.1	0	0	0	0	0	0
ENSG00000265734.1	0	0	0	0	0	0
ENSG00000265735.2	2243	2949	2150	3707	3324	3894
ENSG00000265737.1	0	0	0	0	0	0
ENSG00000265738.1	0	0	0	0	0	0
ENSG00000265739.1	0	0	0	0	0	0
ENSG00000265740.2	0	0	0	0	0	0
ENSG00000265743.1	0	0	0	0	0	0
ENSG00000265744.1	0	0	0	0	0	0
ENSG00000265745.2	0	0	0	0	0	0
ENSG00000265746.1	0	0	0	0	0	0
ENSG00000265749.6	0	0	0	0	0	0
ENSG00000265750.1	2	6	4	0	0	0
ENSG00000265751.1	0	0	0	0	0	0
ENSG00000265752.3	0	0	0	0	0	0
ENSG00000265753.2	4	1	3	2	2	1
ENSG00000265754.1	0	0	0	0	0	0
ENSG00000265758.1	0	0	0	0	0	0
ENSG00000265763.4	14	15	14	10	9	9
ENSG00000265766.3	0	0	0	4	2	3
ENSG00000265768.1	0	0	0	0	0	0
ENSG00000265773.1	0	0	0	0	0	0
ENSG00000265775.1	0	0	0	0	0	0
ENSG00000265776.1	0	0	0	0	0	0
ENSG00000265777.2	0	0	0	0	0	0
ENSG00000265778.4	18	20	26	70	67	39
ENSG00000265781.1	0	0	0	0	0	0
ENSG00000265784.1	1	2	3	1	0	5
ENSG00000265786.1	0	0	0	0	0	0
ENSG00000265787.3	0	0	0	0	0	0
ENSG00000265788.3	0	0	0	0	0	0
ENSG00000265789.1	0	0	0	0	0	0
ENSG00000265790.1	1	0	0	0	0	1
ENSG00000265791.1	0	0	0	0	0	0
ENSG00000265793.1	0	0	0	0	0	0
ENSG00000265794.5	0	0	0	0	0	0
ENSG00000265795.1	0	0	0	0	0	0
ENSG00000265798.7	0	0	0	0	0	0
ENSG00000265799.1	0	0	0	0	0	0
ENSG00000265800.1	3	0	1	2	1	2
ENSG00000265801.1	0	0	0	0	0	0
ENSG00000265802.2	0	2	4	1	1	0
ENSG00000265806.1	0	0	0	0	0	0
ENSG00000265808.4	3476	2482	2342	2089	1777	3824
ENSG00000265810.1	0	0	0	0	0	0
ENSG00000265813.2	3	1	2	0	1	0
ENSG00000265814.2	0	0	0	0	0	0
ENSG00000265815.1	0	0	0	0	0	0
ENSG00000265816.1	0	0	0	0	0	0
ENSG00000265817.4	262	316	294	135	126	138
ENSG00000265818.1	0	0	0	0	0	0
ENSG00000265820.1	0	0	0	0	0	0
ENSG00000265822.1	0	0	0	0	0	0
ENSG00000265828.1	0	0	0	0	0	0
ENSG00000265829.1	0	0	0	0	0	0
ENSG00000265831.1	0	0	0	0	0	0
ENSG00000265833.1	0	0	0	0	0	0
ENSG00000265836.1	0	0	0	0	0	0
ENSG00000265838.1	0	0	0	0	0	0
ENSG00000265840.1	0	0	0	0	0	2
ENSG00000265841.1	0	0	0	0	0	0
ENSG00000265843.3	0	0	0	0	0	0
ENSG00000265844.1	0	0	0	0	0	0
ENSG00000265845.2	0	0	0	0	0	0
ENSG00000265846.1	0	0	0	0	0	0
ENSG00000265847.1	0	0	0	0	0	0
ENSG00000265848.1	0	0	0	0	0	0
ENSG00000265849.1	0	0	0	0	0	0
ENSG00000265850.1	0	0	0	0	0	0
ENSG00000265852.1	0	0	0	0	0	0
ENSG00000265853.1	0	0	0	0	0	0
ENSG00000265855.1	0	0	0	0	0	0
ENSG00000265859.1	0	0	0	0	0	0
ENSG00000265861.1	0	0	0	0	0	0
ENSG00000265863.1	0	0	0	0	0	0
ENSG00000265867.1	0	0	0	0	0	0
ENSG00000265871.1	0	0	0	0	0	0
ENSG00000265872.1	0	0	0	0	0	0
ENSG00000265873.1	0	0	0	0	0	0
ENSG00000265874.1	0	0	0	0	0	0
ENSG00000265878.2	0	0	0	0	0	0
ENSG00000265879.1	0	0	0	0	0	0
ENSG00000265881.1	0	0	0	0	0	0
ENSG00000265882.2	0	0	0	0	0	0
ENSG00000265883.1	0	0	0	0	0	0
ENSG00000265885.2	0	0	0	0	0	0
ENSG00000265888.4	1	1	0	1	2	2
ENSG00000265889.1	0	0	0	0	0	0
ENSG00000265892.2	0	0	0	0	0	0
ENSG00000265894.2	2	1	0	0	0	0
ENSG00000265896.1	0	0	0	0	0	0
ENSG00000265897.2	0	0	0	0	0	0
ENSG00000265902.1	0	0	0	0	0	0
ENSG00000265903.1	0	0	0	0	0	0
ENSG00000265905.2	0	0	0	0	0	0
ENSG00000265907.2	0	0	1	0	0	2
ENSG00000265908.1	0	0	0	0	0	0
ENSG00000265912.1	7	1	1	3	0	0
ENSG00000265916.1	0	5	1	0	0	2
ENSG00000265917.1	0	0	0	0	0	0
ENSG00000265918.2	1	0	0	0	0	0
ENSG00000265919.1	0	0	0	0	0	0
ENSG00000265920.1	0	0	0	0	0	0
ENSG00000265921.1	0	0	0	0	0	0
ENSG00000265924.1	0	0	0	0	0	0
ENSG00000265926.1	0	0	0	0	0	0
ENSG00000265927.1	0	0	0	0	0	0
ENSG00000265929.1	0	0	0	0	0	0
ENSG00000265932.1	0	0	0	0	0	0
ENSG00000265933.5	1	0	1	0	0	0
ENSG00000265934.1	0	0	0	0	0	0
ENSG00000265935.1	0	0	0	0	0	0
ENSG00000265936.1	10	0	7	7	2	4
ENSG00000265939.1	1	1	1	1	0	0
ENSG00000265942.2	0	0	0	0	0	0
ENSG00000265943.1	5	2	1	1	3	0
ENSG00000265944.1	0	0	0	0	0	0
ENSG00000265946.1	0	0	0	0	0	0
ENSG00000265948.1	1	0	0	0	0	0
ENSG00000265954.1	0	0	0	0	0	0
ENSG00000265955.1	0	0	0	0	0	0
ENSG00000265956.1	0	0	0	0	0	0
ENSG00000265957.1	0	0	0	0	0	0
ENSG00000265961.1	0	0	0	0	0	0
ENSG00000265962.2	2	5	1	2	4	0
ENSG00000265964.1	0	0	0	0	0	0
ENSG00000265965.1	0	0	0	0	0	0
ENSG00000265967.1	8	6	3	4	3	2
ENSG00000265971.1	0	0	0	0	0	0
ENSG00000265972.6	5760	8577	8521	27941	25570	20810
ENSG00000265973.1	0	0	0	0	0	0
ENSG00000265975.1	0	1	1	1	0	1
ENSG00000265976.1	0	0	0	0	0	0
ENSG00000265980.1	0	0	0	0	0	0
ENSG00000265981.1	0	0	0	0	0	0
ENSG00000265982.1	0	0	0	0	0	0
ENSG00000265983.1	0	0	0	0	0	0
ENSG00000265984.1	0	1	1	5	0	1
ENSG00000265986.1	0	0	0	0	0	0
ENSG00000265987.1	1	1	0	0	0	0
ENSG00000265991.1	0	0	0	0	0	0
ENSG00000265992.1	0	0	0	0	0	0
ENSG00000265993.1	0	0	0	0	0	0
ENSG00000265994.2	0	0	0	0	0	0
ENSG00000265995.1	0	0	0	0	0	0
ENSG00000265996.1	0	0	0	0	0	0
ENSG00000266002.1	0	0	0	0	0	0
ENSG00000266003.1	0	0	0	0	0	0
ENSG00000266004.1	0	0	0	0	0	0
ENSG00000266006.1	0	0	0	0	0	0
ENSG00000266009.1	0	0	0	0	0	0
ENSG00000266010.4	1	0	0	0	0	3
ENSG00000266012.1	0	0	0	0	0	0
ENSG00000266013.1	0	0	0	0	0	0
ENSG00000266014.2	0	0	0	0	0	0
ENSG00000266015.1	0	0	0	0	0	0
ENSG00000266016.3	0	0	0	0	0	0
ENSG00000266017.1	0	0	0	0	0	0
ENSG00000266019.1	0	0	0	0	0	0
ENSG00000266027.8	0	0	0	0	0	0
ENSG00000266028.8	2898	1992	1952	1134	908	2298
ENSG00000266035.1	0	0	0	0	0	0
ENSG00000266036.1	101	92	59	40	72	62
ENSG00000266038.1	0	0	0	0	0	0
ENSG00000266039.1	0	0	0	0	0	0
ENSG00000266041.1	0	0	0	0	0	0
ENSG00000266042.1	0	0	0	0	0	0
ENSG00000266043.1	0	0	0	0	0	0
ENSG00000266048.1	0	0	0	0	0	0
ENSG00000266049.1	0	0	0	0	0	0
ENSG00000266050.3	0	0	0	0	0	0
ENSG00000266052.1	0	0	0	0	0	0
ENSG00000266053.3	9	17	9	21	24	6
ENSG00000266059.2	0	0	0	0	0	0
ENSG00000266063.1	0	0	0	0	0	0
ENSG00000266065.1	0	0	0	0	0	0
ENSG00000266066.1	6	7	4	6	6	6
ENSG00000266071.1	0	0	0	0	0	0
ENSG00000266072.1	0	0	0	0	0	0
ENSG00000266074.11	476	341	297	123	94	191
ENSG00000266075.2	0	2	0	0	2	0
ENSG00000266076.1	0	0	0	0	0	0
ENSG00000266078.1	0	0	0	0	0	0
ENSG00000266079.5	0	0	2	3	1	5
ENSG00000266081.1	0	0	0	0	0	0
ENSG00000266086.3	1	4	0	4	5	4
ENSG00000266088.6	0	0	0	0	0	0
ENSG00000266094.8	33	27	18	22	17	51
ENSG00000266097.1	0	0	0	0	0	0
ENSG00000266099.1	0	0	0	0	0	0
ENSG00000266100.1	0	0	2	0	0	0
ENSG00000266101.1	0	0	0	0	0	0
ENSG00000266102.1	0	0	0	0	0	0
ENSG00000266104.1	0	0	0	0	0	0
ENSG00000266105.1	0	0	0	0	0	0
ENSG00000266106.1	0	0	0	0	0	0
ENSG00000266107.1	0	0	0	0	0	0
ENSG00000266109.1	0	0	0	0	0	0
ENSG00000266110.1	0	0	0	0	0	0
ENSG00000266111.2	2	1	0	0	0	1
ENSG00000266113.1	0	0	0	0	0	0
ENSG00000266114.1	0	0	0	0	0	0
ENSG00000266117.1	0	0	0	0	0	0
ENSG00000266119.1	0	0	0	0	0	0
ENSG00000266120.1	0	0	0	0	0	0
ENSG00000266124.1	0	0	0	0	0	0
ENSG00000266126.1	2	2	3	1	6	7
ENSG00000266127.1	2	0	0	2	0	1
ENSG00000266128.2	0	0	0	1	0	1
ENSG00000266129.1	0	0	0	0	0	0
ENSG00000266132.1	0	0	0	0	0	0
ENSG00000266133.1	0	0	0	0	0	0
ENSG00000266139.2	0	0	0	0	0	0
ENSG00000266140.1	0	0	0	0	0	0
ENSG00000266144.1	0	0	0	0	0	0
ENSG00000266145.1	4	3	1	2	3	2
ENSG00000266146.1	0	0	0	0	0	0
ENSG00000266148.1	0	0	0	0	0	0
ENSG00000266149.1	0	0	0	0	0	0
ENSG00000266150.1	0	0	0	0	0	0
ENSG00000266151.1	0	0	0	0	0	0
ENSG00000266153.1	0	0	0	0	0	0
ENSG00000266155.2	0	0	0	0	0	0
ENSG00000266158.2	0	0	0	0	0	0
ENSG00000266160.2	0	0	2	0	0	0
ENSG00000266162.1	0	0	0	0	0	0
ENSG00000266166.2	0	0	0	0	0	0
ENSG00000266168.1	0	0	0	0	0	0
ENSG00000266171.1	0	0	0	1	0	0
ENSG00000266173.7	882	535	540	361	283	648
ENSG00000266174.1	0	0	0	0	0	0
ENSG00000266178.1	0	0	0	0	0	0
ENSG00000266179.2	0	0	0	0	0	0
ENSG00000266180.1	0	0	0	0	0	0
ENSG00000266181.1	0	0	0	0	0	0
ENSG00000266184.1	1	0	0	0	0	0
ENSG00000266185.2	0	0	0	0	0	0
ENSG00000266187.2	1	1	1	1	1	2
ENSG00000266188.1	0	0	0	0	0	0
ENSG00000266189.1	0	0	0	0	0	0
ENSG00000266190.1	0	0	0	0	0	0
ENSG00000266191.2	0	0	0	0	0	0
ENSG00000266192.3	0	0	0	0	0	0
ENSG00000266194.1	0	0	0	0	0	0
ENSG00000266195.2	0	0	0	0	0	0
ENSG00000266196.1	0	0	0	0	0	0
ENSG00000266200.8	0	0	0	0	0	0
ENSG00000266201.1	0	0	0	0	0	0
ENSG00000266202.1	0	0	0	0	0	0
ENSG00000266203.1	0	0	0	0	0	0
ENSG00000266204.1	0	0	0	0	0	0
ENSG00000266206.1	0	0	0	0	0	0
ENSG00000266208.1	220	389	349	626	598	332
ENSG00000266210.2	0	0	0	0	0	0
ENSG00000266211.1	0	0	0	0	0	0
ENSG00000266213.1	0	0	0	0	0	0
ENSG00000266215.1	0	0	0	0	0	0
ENSG00000266217.2	0	0	0	0	0	0
ENSG00000266222.1	0	0	0	0	0	0
ENSG00000266226.1	0	0	0	0	0	0
ENSG00000266227.1	0	0	0	0	0	0
ENSG00000266228.1	0	0	0	0	0	0
ENSG00000266231.1	0	0	0	0	0	0
ENSG00000266232.1	0	0	0	0	0	0
ENSG00000266235.1	0	0	0	0	0	0
ENSG00000266236.1	9	4	4	3	7	6
ENSG00000266237.1	0	1	2	1	0	4
ENSG00000266240.1	0	0	0	0	0	0
ENSG00000266242.1	1	5	1	9	7	9
ENSG00000266243.1	0	0	0	0	0	0
ENSG00000266245.1	0	0	0	0	0	0
ENSG00000266248.1	0	0	0	0	0	0
ENSG00000266250.1	0	0	0	0	0	0
ENSG00000266251.1	0	0	0	0	0	0
ENSG00000266255.1	0	0	0	0	0	0
ENSG00000266256.3	8	3	6	8	6	3
ENSG00000266258.1	2	3	1	6	4	3
ENSG00000266261.1	1	0	0	1	0	2
ENSG00000266262.1	0	0	0	0	0	0
ENSG00000266263.1	0	0	0	0	0	0
ENSG00000266265.4	2	3	6	3	4	1
ENSG00000266268.5	0	0	0	0	0	0
ENSG00000266270.1	0	0	0	0	0	0
ENSG00000266273.1	0	0	0	0	0	0
ENSG00000266274.2	0	1	1	0	0	0
ENSG00000266276.3	0	0	0	0	0	0
ENSG00000266278.1	0	0	0	0	0	0
ENSG00000266279.1	0	0	0	0	0	0
ENSG00000266282.1	0	0	0	0	0	0
ENSG00000266283.1	1	0	0	0	1	2
ENSG00000266286.2	0	0	0	0	0	0
ENSG00000266287.1	0	0	0	0	0	0
ENSG00000266288.1	0	0	0	0	0	0
ENSG00000266289.1	7	4	6	3	4	15
ENSG00000266290.1	0	2	1	0	0	2
ENSG00000266291.1	0	0	0	0	0	0
ENSG00000266295.1	0	0	0	0	0	0
ENSG00000266296.1	0	0	0	0	0	0
ENSG00000266297.1	0	0	0	0	0	0
ENSG00000266299.1	0	0	0	0	0	0
ENSG00000266300.1	0	0	0	0	0	0
ENSG00000266302.6	1	0	0	0	0	0
ENSG00000266304.2	0	2	0	6	7	5
ENSG00000266305.1	0	0	0	0	0	0
ENSG00000266306.2	5	4	5	2	1	10
ENSG00000266307.1	0	0	0	0	0	0
ENSG00000266308.2	0	0	0	0	0	0
ENSG00000266311.6	0	0	0	0	0	0
ENSG00000266312.2	0	0	0	0	0	0
ENSG00000266313.2	0	2	3	0	0	1
ENSG00000266315.1	0	0	0	0	0	0
ENSG00000266317.2	0	0	0	0	0	0
ENSG00000266318.1	0	0	0	0	0	0
ENSG00000266320.1	0	0	0	0	0	0
ENSG00000266321.1	0	0	0	0	0	0
ENSG00000266324.1	0	0	0	0	0	0
ENSG00000266325.1	0	0	0	0	0	0
ENSG00000266327.1	0	0	0	0	0	0
ENSG00000266328.3	0	0	0	0	0	0
ENSG00000266329.1	0	0	0	0	0	0
ENSG00000266335.1	0	0	0	0	0	0
ENSG00000266338.7	2250	1571	1601	1509	1451	2610
ENSG00000266340.1	0	0	0	0	0	0
ENSG00000266341.1	0	0	0	0	0	0
ENSG00000266354.1	0	0	0	0	0	0
ENSG00000266356.1	0	0	0	0	0	0
ENSG00000266357.6	1	0	1	1	0	2
ENSG00000266364.1	0	0	0	0	0	0
ENSG00000266365.1	1	4	5	4	5	12
ENSG00000266368.1	2	1	2	0	1	0
ENSG00000266369.1	0	0	0	2	0	1
ENSG00000266370.1	0	0	0	0	0	0
ENSG00000266371.1	34	25	18	13	5	20
ENSG00000266373.1	0	0	0	0	2	2
ENSG00000266375.1	0	0	0	0	0	0
ENSG00000266378.1	0	0	1	0	0	0
ENSG00000266379.7	0	0	0	0	0	0
ENSG00000266381.2	0	0	0	0	0	0
ENSG00000266383.1	0	0	0	0	0	0
ENSG00000266385.1	0	0	0	0	3	1
ENSG00000266389.1	1	2	2	0	0	5
ENSG00000266392.1	0	0	0	0	0	0
ENSG00000266396.1	0	0	0	0	0	0
ENSG00000266397.1	0	0	0	0	0	0
ENSG00000266401.4	0	0	3	0	1	0
ENSG00000266402.5	55	82	60	39	22	33
ENSG00000266405.3	10	23	25	4	3	4
ENSG00000266407.1	0	0	0	0	0	0
ENSG00000266410.2	0	0	0	0	0	0
ENSG00000266412.6	6469	8334	7924	8015	7114	6459
ENSG00000266415.1	0	0	0	0	0	0
ENSG00000266416.1	0	0	0	0	0	0
ENSG00000266417.1	0	0	0	0	0	0
ENSG00000266419.1	0	0	0	0	0	0
ENSG00000266420.2	2	4	4	3	0	5
ENSG00000266421.3	0	0	0	0	0	0
ENSG00000266423.1	0	0	0	0	0	0
ENSG00000266426.1	0	0	0	0	0	0
ENSG00000266431.1	0	0	0	0	0	0
ENSG00000266433.7	0	0	0	0	0	0
ENSG00000266435.1	0	0	0	0	0	0
ENSG00000266436.1	0	0	0	0	0	0
ENSG00000266437.1	0	0	0	0	0	0
ENSG00000266439.2	0	0	1	1	1	0
ENSG00000266441.1	0	0	0	0	0	0
ENSG00000266442.5	0	0	0	0	0	0
ENSG00000266445.1	2	0	0	0	0	0
ENSG00000266446.1	0	2	1	0	0	2
ENSG00000266448.1	0	0	0	0	0	0
ENSG00000266449.1	0	0	0	0	0	0
ENSG00000266450.1	0	0	0	0	0	0
ENSG00000266454.1	0	0	0	0	0	0
ENSG00000266456.1	3	1	0	0	0	1
ENSG00000266458.1	0	0	0	0	0	0
ENSG00000266460.1	0	0	0	0	0	0
ENSG00000266461.1	0	0	0	0	0	0
ENSG00000266463.1	0	0	0	0	0	0
ENSG00000266464.2	0	0	0	0	0	0
ENSG00000266466.1	0	0	0	0	0	0
ENSG00000266467.2	1	2	0	0	0	0
ENSG00000266469.2	28	18	16	5	8	9
ENSG00000266470.1	0	0	0	0	0	0
ENSG00000266472.6	2382	3517	3179	4849	4489	3374
ENSG00000266473.1	1	1	1	4	4	14
ENSG00000266477.2	0	0	0	0	0	0
ENSG00000266478.1	0	0	0	0	0	0
ENSG00000266479.1	0	0	0	0	0	0
ENSG00000266488.2	0	0	0	0	0	0
